,trip_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_community_area,dropoff_community_area,fare,tip,additional_charges,trip_total,shared_trip_authorized,trips_pooled,pickup_centroid_latitude,pickup_centroid_longitude,pickup_centroid_location,dropoff_centroid_latitude,dropoff_centroid_longitude,dropoff_centroid_location,pickup_census_tract,dropoff_census_tract
30,1fd53dc900f1eb4eaf58025f8a492011c56f166a,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,364,1.318182,3,3,5,0,3.1,8.1,False,1,41.9581548757,-87.6530217894,"{'type': 'Point', 'coordinates': [-87.6530217894, 41.9581548757]}",41.9654457842,-87.6631958495,"{'type': 'Point', 'coordinates': [-87.6631958495, 41.9654457842]}",17031032100,17031031700
31,a5a6f6fe3fd48ff4dc4e7056bd3820288ff5a955,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,615,3.321562,56,70,7.5,0,3.1,10.6,False,1,41.7925923603,-87.7696154528,"{'type': 'Point', 'coordinates': [-87.7696154528, 41.7925923603]}",41.7457577128,-87.7083657043,"{'type': 'Point', 'coordinates': [-87.7083657043, 41.7457577128]}",,
32,c22189735317d99adf5296f031251f6147921740,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,468,3.848705,28,22,7.5,0,3.1,10.6,False,1,41.874005383,-87.6635175498,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",41.9227606205,-87.6991553432,"{'type': 'Point', 'coordinates': [-87.6991553432, 41.9227606205]}",,
33,5529f8a88f75244f1ba9db22af78f32e240c8d47,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,271,1.281345,29,29,5,0,3.74,8.74,False,1,41.8601900192,-87.7172201,"{'type': 'Point', 'coordinates': [-87.7172201, 41.8601900192]}",41.8601900192,-87.7172201,"{'type': 'Point', 'coordinates': [-87.7172201, 41.8601900192]}",,
34,20418ffa80c0d1dde2cc3b936ec9e5e60b8f4acf,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,716,4.69487,21,24,10,0,3.1,13.1,False,1,41.9386661962,-87.7112105933,"{'type': 'Point', 'coordinates': [-87.7112105933, 41.9386661962]}",41.9012069941,-87.6763559892,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",,
35,8901fe439388abf0d31f9f4afee5b516eb7a0720,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,819,4.265399,24,19,10,0,3.1,13.1,False,1,41.9012069941,-87.6763559892,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",41.9272609555,-87.7655016086,"{'type': 'Point', 'coordinates': [-87.7655016086, 41.9272609555]}",,
36,69a14a7aaac0d2b9184c3c47cccd9e13fd5169d7,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,292,1.365581,,64,5,0,3.31,8.31,False,1,,,,41.7795828877,-87.768510849,"{'type': 'Point', 'coordinates': [-87.768510849, 41.7795828877]}",,
37,3c7e9bc46a2b573000c59567a5ddc239ba3d617e,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,1189,7.77399,56,,35,0,8.099999999999999,43.1,False,1,41.7925923603,-87.7696154528,"{'type': 'Point', 'coordinates': [-87.7696154528, 41.7925923603]}",,,,,
38,7fb37c55109cb9b2a2599b4cb47511b9509dcd88,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,1186,5.815675,3,24,12.5,0,3.17,15.67,False,1,41.96581197,-87.6558787862,"{'type': 'Point', 'coordinates': [-87.6558787862, 41.96581197]}",41.9012069941,-87.6763559892,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",,
39,a43c255ac887e98c02cb1332426afe31dc67f53f,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,348,1.554407,24,8,5,0,3.1,8.1,False,1,41.8983058696,-87.6536139825,"{'type': 'Point', 'coordinates': [-87.6536139825, 41.8983058696]}",41.9002656868,-87.6321092196,"{'type': 'Point', 'coordinates': [-87.6321092196, 41.9002656868]}",17031842300,17031081000
40,8161e7d62efd91841a8a509ae45a1d9d4ac941c1,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,621,3.76978,51,55,7.5,0,4.99,12.49,False,1,41.6906333472,-87.5700582686,"{'type': 'Point', 'coordinates': [-87.5700582686, 41.6906333472]}",41.6636706517,-87.5409355129,"{'type': 'Point', 'coordinates': [-87.5409355129, 41.6636706517]}",,
41,6a5298bcb32cdb8b3eba18d045fdbde6732d0c26,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,274,1.224861,25,25,5,0,3.96,8.96,False,1,41.8906088526,-87.7560467111,"{'type': 'Point', 'coordinates': [-87.7560467111, 41.8906088526]}",41.8906088526,-87.7560467111,"{'type': 'Point', 'coordinates': [-87.7560467111, 41.8906088526]}",,
42,856d2699b3f241c9858977bb75613571f62ec187,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,819,9.149667,69,32,12.5,0,3.1,15.6,False,1,41.7632467988,-87.6161341112,"{'type': 'Point', 'coordinates': [-87.6161341112, 41.7632467988]}",41.8788655841,-87.6251921424,"{'type': 'Point', 'coordinates': [-87.6251921424, 41.8788655841]}",,
43,b9c6a6a164eddde2e45fc2cc3abf84c72edb4e9b,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,656,3.259539,1,,7.5,0,4.01,11.51,False,1,42.0096228806,-87.6701668569,"{'type': 'Point', 'coordinates': [-87.6701668569, 42.0096228806]}",,,,,
44,78af4c41322c4a48da24b9cd4f0894fd129b8f7a,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,393,1.758413,30,30,5,0,3.57,8.57,False,1,41.8390869059,-87.714003807,"{'type': 'Point', 'coordinates': [-87.714003807, 41.8390869059]}",41.8390869059,-87.714003807,"{'type': 'Point', 'coordinates': [-87.714003807, 41.8390869059]}",,
45,8a2a3724e800a07ab8c22a20ff07bce6958ab081,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,375,1.532835,24,24,5,1,3.1,9.1,False,1,41.9012069941,-87.6763559892,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",41.9012069941,-87.6763559892,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",,
46,7012f4cb9a738776f06b7bf3871c4d831f376fc9,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,403,2.339078,3,6,5,0,3.1,8.1,False,1,41.96581197,-87.6558787862,"{'type': 'Point', 'coordinates': [-87.6558787862, 41.96581197]}",41.9442266014,-87.6559981815,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",,
47,dd14e307812008f49f3989e6824e0253367dd428,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,527,4.228428,28,22,12.5,0,3.1,15.6,False,1,41.874005383,-87.6635175498,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",41.9227606205,-87.6991553432,"{'type': 'Point', 'coordinates': [-87.6991553432, 41.9227606205]}",,
48,5f4814033982e38bc726d040ae83cf473dc675fd,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,492,2.598408,14,21,5,0,3.1,8.1,False,1,41.968069,-87.7215590627,"{'type': 'Point', 'coordinates': [-87.7215590627, 41.968069]}",41.9386661962,-87.7112105933,"{'type': 'Point', 'coordinates': [-87.7112105933, 41.9386661962]}",,
49,bdd075aabd4d15ab589415edb4e5049c7e716124,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,532,0.968318,6,6,5,0,3.1,8.1,False,1,41.9442266014,-87.6559981815,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",41.9442266014,-87.6559981815,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",,
50,feaa97c7aeb8742cd271f7050780ce0d9e36248d,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,780,5.673168,6,8,10,0,3.1,13.1,False,1,41.9442266014,-87.6559981815,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",41.899602111,-87.6333080367,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",,
51,a249716451511bdd3279d655b5e7ed7ef4a78158,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,833,4.4718,40,67,10,0,3.46,13.46,False,1,41.7923572233,-87.6179313803,"{'type': 'Point', 'coordinates': [-87.6179313803, 41.7923572233]}",41.7759288274,-87.6665962653,"{'type': 'Point', 'coordinates': [-87.6665962653, 41.7759288274]}",,
52,ffa317d6d89b92eae0d8319947d8cc9bd7f604b4,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,428,3.009096,6,8,5,0,3.1,8.1,False,1,41.9347624564,-87.6398538587,"{'type': 'Point', 'coordinates': [-87.6398538587, 41.9347624564]}",41.8991556134,-87.6262105324,"{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}",17031063302,17031081201
53,888a2543f42345fd308a1a728af8640c6bce3987,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,350,2.329596,7,8,5,0,3.14,8.14,False,1,41.9226862843,-87.6494887289,"{'type': 'Point', 'coordinates': [-87.6494887289, 41.9226862843]}",41.899602111,-87.6333080367,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",,
54,4a715120833bebbb522bf7641c3752e44ff5aab3,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,197,0.754511,6,6,2.5,0,3.1,5.6,False,1,41.9442266014,-87.6559981815,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",41.9442266014,-87.6559981815,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",,
55,a14ad155188f1a4e72710f22f5d61fddbdb5f94c,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,447,1.803165,28,32,7.5,0,3.1,10.6,False,1,41.874005383,-87.6635175498,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",41.8788655841,-87.6251921424,"{'type': 'Point', 'coordinates': [-87.6251921424, 41.8788655841]}",,
56,2dbde4a97456668783ca7f807e65318db59f0dc4,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,610,5.396624,24,33,22.5,0,3.1,25.6,False,1,41.9012069941,-87.6763559892,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",41.8571838585,-87.6203346241,"{'type': 'Point', 'coordinates': [-87.6203346241, 41.8571838585]}",,
57,a261e4901cda9ce93d043b76276ec15c6f6ac510,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,374,1.408857,2,2,5,0,3.1,8.1,False,1,42.001571027,-87.6950125892,"{'type': 'Point', 'coordinates': [-87.6950125892, 42.001571027]}",42.001571027,-87.6950125892,"{'type': 'Point', 'coordinates': [-87.6950125892, 42.001571027]}",,
58,07b437e3038f9f26e161b4287cb7804744fdd2c6,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,349,3.02551,32,24,5,0,3.1,8.1,False,1,41.8788655841,-87.6251921424,"{'type': 'Point', 'coordinates': [-87.6251921424, 41.8788655841]}",41.9012069941,-87.6763559892,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",,
59,f3e9a143d9da5afe56f399ac3267e3e435a2109b,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,795,6.121796,41,34,10,0,3.18,13.18,False,1,41.794090253,-87.592310855,"{'type': 'Point', 'coordinates': [-87.592310855, 41.794090253]}",41.8420761168,-87.6339734222,"{'type': 'Point', 'coordinates': [-87.6339734222, 41.8420761168]}",,
60,e0daf591a563e2235cef7581907d15beaa9ece8d,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,1000,9.527891,31,21,15,0,3.3,18.3,False,1,41.8502663663,-87.667569312,"{'type': 'Point', 'coordinates': [-87.667569312, 41.8502663663]}",41.9386661962,-87.7112105933,"{'type': 'Point', 'coordinates': [-87.7112105933, 41.9386661962]}",,
61,c277cfe02d89788407fb8498b4f0a0e0ad46eee4,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,410,3.050926,28,24,7.5,0,3.1,10.6,False,1,41.874005383,-87.6635175498,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",41.9012069941,-87.6763559892,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",,
62,16390cb8cf9c07c375a973b363069b5bc7bc4fcc,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,946,5.705245,22,6,10,0,3.1,13.1,False,1,41.9227606205,-87.6991553432,"{'type': 'Point', 'coordinates': [-87.6991553432, 41.9227606205]}",41.9442266014,-87.6559981815,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",,
63,17b6ac23d2533462023732876b5a674854a1907b,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,239,1.370806,77,3,5,0,3.1,8.1,False,1,41.9867117999,-87.6634164054,"{'type': 'Point', 'coordinates': [-87.6634164054, 41.9867117999]}",41.96581197,-87.6558787862,"{'type': 'Point', 'coordinates': [-87.6558787862, 41.96581197]}",,
64,218c9d88a256e5c3f22eedc5014f5c6960c2e9e7,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,288,2.145668,56,,5,3,4.4,12.4,False,1,41.7925923603,-87.7696154528,"{'type': 'Point', 'coordinates': [-87.7696154528, 41.7925923603]}",,,,,
65,3605919af99b930bb972112ca9b88420f056e67b,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,705,7.759306,49,60,12.5,0,3.71,16.21,False,1,41.7065878819,-87.6233665115,"{'type': 'Point', 'coordinates': [-87.6233665115, 41.7065878819]}",41.8361501547,-87.6487879519,"{'type': 'Point', 'coordinates': [-87.6487879519, 41.8361501547]}",,
66,9c7151716573c45077d71f47163f6e19b2cec99c,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,515,1.953499,29,29,5,0,3.59,8.59,False,1,41.8601900192,-87.7172201,"{'type': 'Point', 'coordinates': [-87.7172201, 41.8601900192]}",41.8601900192,-87.7172201,"{'type': 'Point', 'coordinates': [-87.7172201, 41.8601900192]}",,
67,86249862fee0795170f3039693da94f0a7439158,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,447,2.902486,8,24,10,0,3.4,13.4,False,1,41.8920421365,-87.6318639497,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",41.8995065476,-87.6796002867,"{'type': 'Point', 'coordinates': [-87.6796002867, 41.8995065476]}",17031081700,17031242300
68,72429b13a36334da1dbc16ec9bc079542e006eee,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,307,1.670551,31,60,5,0,3.1,8.1,False,1,41.8502663663,-87.667569312,"{'type': 'Point', 'coordinates': [-87.667569312, 41.8502663663]}",41.8361501547,-87.6487879519,"{'type': 'Point', 'coordinates': [-87.6487879519, 41.8361501547]}",,
69,0d59c9e496cb1a7709294971806be38958025194,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,231,0.993942,8,8,2.5,20,3.1,25.6,False,1,41.8920421365,-87.6318639497,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",41.8932163595,-87.6378442095,"{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}",17031081700,17031081800
70,59ce0161665892c1ee20b77049bf256cd9d9d32b,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,684,4.115592,27,28,7.5,0,3.41,10.91,False,1,41.8789144956,-87.7058971305,"{'type': 'Point', 'coordinates': [-87.7058971305, 41.8789144956]}",41.874005383,-87.6635175498,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",,
71,4aed883f1a54674488e0a022209373c52416c69f,2020-09-30T23:45:00.000,2020-09-30T23:45:00.000,294,1.279011,41,42,5,0,3.67,8.67,False,1,41.794090253,-87.592310855,"{'type': 'Point', 'coordinates': [-87.592310855, 41.794090253]}",41.7788768603,-87.5949254391,"{'type': 'Point', 'coordinates': [-87.5949254391, 41.7788768603]}",,
72,66c59ed2035853fedc7677e7e3bcf732973ca6c9,2020-09-30T23:45:00.000,2020-10-01T00:00:00.000,692,5.512494,5,28,10,5,3.9,18.9,False,1,41.9477915865,-87.6838349425,"{'type': 'Point', 'coordinates': [-87.6838349425, 41.9477915865]}",41.874005383,-87.6635175498,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",,
